Pathway_ID	Pathway_Name	Accession_Count	Accessions
Reactome: R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome	85	Dcitr04g0369011;Dcitr10g0434011;Dcitr02g0728011;Dcitr02g1801011;Dcitr00g1531011;Dcitr06g0480011;Dcitr02g0591011;Dcitr01g1242011;Dcitr03g0901011;Dcitr02g1456011;Dcitr00g0826011;Dcitr02g1200011;Dcitr09g0754011;Dcitr10g0292011;Dcitr04g0395011;Dcitr01g0481011;Dcitr03g0873011;Dcitr03g0366011;Dcitr10g0294011;Dcitr03g1691014;Dcitr06g0539012;Dcitr06g0478011;Dcitr05g1471011;Dcitr09g0730011;Dcitr00g1450011;Dcitr03g0682011;Dcitr09g0760011;Dcitr06g0379011;Dcitr02g1483011;Dcitr10g0292012;Dcitr03g1691013;Dcitr06g0536011;Dcitr03g0900011;Dcitr03g0688011;Dcitr05g1464011;Dcitr02g1799011;Dcitr03g0869011;Dcitr03g1689011;Dcitr00g1146011;Dcitr06g0670011;Dcitr06g0382011;Dcitr03g0469011;Dcitr03g0685011;Dcitr10g0436011;Dcitr03g0872011;Dcitr01g0474011;Dcitr09g0968011;Dcitr05g0452011;Dcitr00g1365011;Dcitr06g0539013;Dcitr09g0970011;Dcitr04g1223011;Dcitr02g0589011;Dcitr03g0914011;Dcitr08g0132011;Dcitr03g1691012;Dcitr04g1433011;Dcitr03g1509011;Dcitr06g0638011;Dcitr06g0497011;Dcitr09g0755011;Dcitr01g1647011;Dcitr04g1378011;Dcitr04g1203011;Dcitr06g0669011;Dcitr03g1691011;Dcitr00g1173011;Dcitr00g0877011;Dcitr09g0188011;Dcitr02g0738011;Dcitr03g1505011;Dcitr06g0539011;Dcitr02g1444011;Dcitr06g1296011;Dcitr05g0453011;Dcitr03g0471011;Dcitr09g0184011;Dcitr06g1291011;Dcitr02g1455011;Dcitr02g1206011;Dcitr00g0823011;Dcitr04g1412011;Dcitr03g0908011;Dcitr06g0639011;Dcitr00g0535011
Reactome: R-HSA-5607764	CLEC7A (Dectin-1) signaling	84	Dcitr06g0497011;Dcitr06g0638011;Dcitr04g1378011;Dcitr01g1647011;Dcitr09g0755011;Dcitr02g0589011;Dcitr09g0970011;Dcitr04g1223011;Dcitr06g0539013;Dcitr09g0968011;Dcitr00g1365011;Dcitr05g0452011;Dcitr01g0474011;Dcitr00g0135011;Dcitr03g1691012;Dcitr04g1433011;Dcitr03g0914011;Dcitr04g1412011;Dcitr02g1206011;Dcitr02g1455011;Dcitr00g0823011;Dcitr09g0184011;Dcitr03g0471011;Dcitr03g1303011;Dcitr06g1291011;Dcitr06g0639011;Dcitr00g0535011;Dcitr03g0908011;Dcitr09g0188011;Dcitr00g1173011;Dcitr00g0877011;Dcitr03g1691011;Dcitr06g0669011;Dcitr03g1298011;Dcitr04g1203011;Dcitr06g0539011;Dcitr02g0738011;Dcitr02g1444011;Dcitr06g1296011;Dcitr05g0453011;Dcitr01g0481011;Dcitr04g0395011;Dcitr10g0292011;Dcitr01g0349011;Dcitr03g0873011;Dcitr00g0826011;Dcitr09g0754011;Dcitr02g1200011;Dcitr10g0643011;Dcitr03g0901011;Dcitr02g1456011;Dcitr03g1691014;Dcitr10g0294011;Dcitr03g0366011;Dcitr06g0480011;Dcitr00g1531011;Dcitr02g0728011;Dcitr02g1801011;Dcitr04g0369011;Dcitr10g0434011;Dcitr01g1242011;Dcitr02g0591011;Dcitr03g1689011;Dcitr03g0900011;Dcitr02g1799011;Dcitr05g1464011;Dcitr03g0869011;Dcitr06g0536011;Dcitr03g1691013;Dcitr03g0872011;Dcitr10g0436011;Dcitr03g0469011;Dcitr06g0382011;Dcitr00g1146011;Dcitr06g0670011;Dcitr06g0478011;Dcitr06g0539012;Dcitr10g0292012;Dcitr02g1483011;Dcitr06g0379011;Dcitr00g1450011;Dcitr09g0760011;Dcitr05g1471011;Dcitr09g0730011
Reactome: R-HSA-5628897	TP53 Regulates Metabolic Genes	72	Dcitr01g1267011;Dcitr12g0736011;Dcitr07g0765011;Dcitr02g1866011;Dcitr01g0659011;Dcitr11g0216011;Dcitr03g0143011;Dcitr07g0361011;Dcitr00g0534011;Dcitr00g0646011;Dcitr03g0322011;Dcitr02g1363011;Dcitr08g0315011;Dcitr06g0496011;Dcitr02g1918011;Dcitr07g0356011;Dcitr02g1363012;Dcitr05g0607011;Dcitr13g0715011;Dcitr06g0495011;Dcitr10g1068011;Dcitr05g1328011;Dcitr02g1938011;Dcitr05g1660011;Dcitr13g0712011;Dcitr07g0351011;Dcitr05g1662011;Dcitr10g0902011;Dcitr01g0878013;Dcitr00g1425011;Dcitr01g1817011;Dcitr06g1554011;Dcitr04g1357012;Dcitr00g0912013;Dcitr01g1816011;Dcitr03g0315011;Dcitr01g2058011;Dcitr01g1263012;Dcitr01g1942012;Dcitr01g2010011;Dcitr04g1357011;Dcitr05g0854011;Dcitr01g2009011;Dcitr01g2006011;Dcitr05g1219011;Dcitr00g1077011;Dcitr01g1942011;Dcitr12g0737011;Dcitr06g1366011;Dcitr01g1263011;Dcitr01g1474011;Dcitr01g0878011;Dcitr06g1364011;Dcitr10g0904011;Dcitr11g0508011;Dcitr11g0768011;Dcitr07g0363011;Dcitr09g0198011;Dcitr01g1656011;Dcitr07g0760011;Dcitr02g1699011;Dcitr00g0912012;Dcitr05g1659011;Dcitr01g2068011;Dcitr02g1869011;Dcitr03g0142011;Dcitr05g0765011;Dcitr02g1722011;Dcitr01g0878012;Dcitr01g1261011;Dcitr07g0352011;Dcitr00g0912011
Reactome: R-HSA-8849932	Synaptic adhesion-like molecules	9	Dcitr11g0586011;Dcitr01g0545011;Dcitr05g0957011;Dcitr05g0955011;Dcitr08g0110012;Dcitr08g0110013;Dcitr08g0110011;Dcitr05g0956011;Dcitr11g0591011
Reactome: R-HSA-8851805	MET activates RAS signaling	3	Dcitr13g0134011;Dcitr13g0131011;Dcitr13g0132011
Reactome: R-HSA-9645460	Alpha-protein kinase 1 signaling pathway	6	Dcitr00g1146011;Dcitr00g0135011;Dcitr04g1378011;Dcitr01g0349011;Dcitr02g1483011;Dcitr00g0877011
Reactome: R-HSA-73863	RNA Polymerase I Transcription Termination	33	Dcitr12g0603011;Dcitr05g0902011;Dcitr01g1681011;Dcitr01g0865011;Dcitr04g0619011;Dcitr04g0398011;Dcitr02g1881011;Dcitr13g0291011;Dcitr02g1880011;Dcitr04g0402011;Dcitr03g1951011;Dcitr02g1988011;Dcitr02g0681011;Dcitr00g0319011;Dcitr01g1336011;Dcitr05g0904011;Dcitr00g0320011;Dcitr05g1580011;Dcitr01g0867011;Dcitr04g0617011;Dcitr03g1278011;Dcitr01g1681012;Dcitr03g0801011;Dcitr01g1475011;Dcitr01g1676011;Dcitr01g1675011;Dcitr01g1192011;Dcitr05g1577011;Dcitr03g1278012;Dcitr01g1787011;Dcitr00g0818011;Dcitr04g1187011;Dcitr01g1677011
Reactome: R-HSA-389513	CTLA4 inhibitory signaling	4	Dcitr03g1095011;Dcitr03g0351011;Dcitr03g1094011;Dcitr03g0348011
Reactome: R-HSA-77285	Beta oxidation of myristoyl-CoA to lauroyl-CoA	1	Dcitr04g0831011
Reactome: R-HSA-5619039	Defective SLC12A6 causes agenesis of the corpus callosum, with peripheral neuropathy (ACCPN)	5	Dcitr02g0437012;Dcitr02g0434011;Dcitr02g0437013;Dcitr02g0435011;Dcitr02g0437011
Reactome: R-HSA-6794361	Neurexins and neuroligins	13	Dcitr02g1385011;Dcitr13g0175011;Dcitr09g0137011;Dcitr08g0110013;Dcitr06g1106011;Dcitr08g0110012;Dcitr05g1075011;Dcitr00g0817011;Dcitr09g0143011;Dcitr09g0110011;Dcitr08g0110011;Dcitr08g0252011;Dcitr13g0173011
Reactome: R-HSA-1442490	Collagen degradation	16	Dcitr02g0193011;Dcitr11g0461011;Dcitr12g0105011;Dcitr09g0861011;Dcitr00g0159011;Dcitr00g0160011;Dcitr01g0955012;Dcitr06g0635011;Dcitr00g0715011;Dcitr12g0105012;Dcitr12g0103011;Dcitr06g0131011;Dcitr11g0462011;Dcitr07g0945011;Dcitr12g0105013;Dcitr01g0955011
Reactome: R-HSA-9033500	TYSND1 cleaves peroxisomal proteins	11	Dcitr13g0653013;Dcitr07g0922011;Dcitr07g0913011;Dcitr07g0918011;Dcitr13g0653011;Dcitr07g0915011;Dcitr07g0904011;Dcitr02g1694011;Dcitr07g0905011;Dcitr13g0653012;Dcitr02g1697011
Reactome: R-HSA-8854518	AURKA Activation by TPX2	23	Dcitr10g0134011;Dcitr01g0247011;Dcitr01g2128011;Dcitr05g0518011;Dcitr02g1519011;Dcitr01g0254011;Dcitr03g1502011;Dcitr02g1521011;Dcitr05g0513011;Dcitr06g1555011;Dcitr05g0519011;Dcitr00g1232011;Dcitr04g0777011;Dcitr06g1556011;Dcitr08g0250011;Dcitr08g1234011;Dcitr08g0259011;Dcitr05g0515011;Dcitr02g0469011;Dcitr02g1516011;Dcitr04g0773011;Dcitr02g1514011;Dcitr01g2136011
Reactome: R-HSA-139853	Elevation of cytosolic Ca2+ levels	1	Dcitr08g1140011
Reactome: R-HSA-3247509	Chromatin modifying enzymes	1	Dcitr04g1483011
Reactome: R-HSA-5619107	Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)	25	Dcitr01g1042011;Dcitr05g1451011;Dcitr03g1513011;Dcitr03g1961011;Dcitr03g1954011;Dcitr05g0682011;Dcitr02g1943011;Dcitr03g1512011;Dcitr04g1353013;Dcitr13g0656011;Dcitr11g0297011;Dcitr02g0592011;Dcitr04g1353012;Dcitr03g0283011;Dcitr10g1029011;Dcitr01g0262011;Dcitr01g0405011;Dcitr01g1501011;Dcitr01g0409011;Dcitr01g1040011;Dcitr02g0594011;Dcitr04g1353011;Dcitr07g0642011;Dcitr03g0567011;Dcitr11g0302011
Reactome: R-HSA-173599	Formation of the active cofactor, UDP-glucuronate	3	Dcitr05g1042011;Dcitr08g0214011;Dcitr08g0210011
Reactome: R-HSA-3134963	DEx/H-box helicases activate type I IFN and inflammatory cytokines production	3	Dcitr02g0774011;Dcitr02g0769011;Dcitr02g0765011
Reactome: R-HSA-390247	Beta-oxidation of very long chain fatty acids	3	Dcitr13g0653013;Dcitr13g0653011;Dcitr13g0653012
Reactome: R-HSA-6807505	RNA polymerase II transcribes snRNA genes	62	Dcitr02g1988011;Dcitr01g1476011;Dcitr01g1995012;Dcitr00g0849011;Dcitr05g0534011;Dcitr01g1993011;Dcitr03g0476011;Dcitr01g1287011;Dcitr11g0140011;Dcitr05g1375011;Dcitr03g0636011;Dcitr11g0142011;Dcitr05g0789012;Dcitr04g1606011;Dcitr05g0536011;Dcitr03g1253011;Dcitr02g1102011;Dcitr01g0230011;Dcitr03g0641011;Dcitr01g1073011;Dcitr05g0788011;Dcitr11g0984011;Dcitr05g0902011;Dcitr03g0851011;Dcitr07g0781011;Dcitr01g1787011;Dcitr00g0818011;Dcitr04g1615011;Dcitr11g0982011;Dcitr05g1439011;Dcitr07g0781012;Dcitr00g0590011;Dcitr03g1770011;Dcitr00g1439011;Dcitr05g0789011;Dcitr01g1995011;Dcitr04g1356011;Dcitr10g0722011;Dcitr00g0655011;Dcitr01g1285011;Dcitr05g1577011;Dcitr00g0588011;Dcitr02g0968011;Dcitr10g0725011;Dcitr03g1774011;Dcitr01g0232011;Dcitr11g0348011;Dcitr00g1196011;Dcitr00g1325011;Dcitr11g0983011;Dcitr00g1440011;Dcitr03g1251011;Dcitr11g0344011;Dcitr01g1024011;Dcitr11g0982012;Dcitr04g1651011;Dcitr01g1336011;Dcitr04g1254011;Dcitr01g2069011;Dcitr05g0904011;Dcitr04g0786011;Dcitr05g1580011
Reactome: R-HSA-389357	CD28 dependent PI3K/Akt signaling	16	Dcitr10g0643011;Dcitr01g1793011;Dcitr01g1753011;Dcitr01g2010011;Dcitr07g0363011;Dcitr13g0337012;Dcitr07g0361011;Dcitr01g1793012;Dcitr01g2009011;Dcitr01g1752011;Dcitr01g2006011;Dcitr13g0318011;Dcitr13g0334011;Dcitr01g1751011;Dcitr07g0356011;Dcitr08g0786011
Reactome: R-HSA-6807004	Negative regulation of MET activity	12	Dcitr11g0558013;Dcitr00g0877011;Dcitr11g0558012;Dcitr11g0558014;Dcitr02g1483011;Dcitr04g1378011;Dcitr11g0555013;Dcitr07g0172011;Dcitr00g1146011;Dcitr11g0555011;Dcitr11g0555012;Dcitr11g0558011
Reactome: R-HSA-6782135	Dual incision in TC-NER	76	Dcitr00g1146011;Dcitr01g1189011;Dcitr05g0904011;Dcitr03g0455011;Dcitr04g0617011;Dcitr06g0229011;Dcitr02g1483011;Dcitr00g0818011;Dcitr10g0691011;Dcitr09g0145011;Dcitr12g0877011;Dcitr04g0487011;Dcitr01g1393011;Dcitr07g0607011;Dcitr01g1930011;Dcitr01g1192011;Dcitr03g0453011;Dcitr03g1464011;Dcitr05g1577011;Dcitr02g0968011;Dcitr04g0619011;Dcitr02g2012011;Dcitr12g0861011;Dcitr03g0454011;Dcitr04g1160012;Dcitr12g0603011;Dcitr05g0347011;Dcitr01g0865011;Dcitr03g1951011;Dcitr02g0720011;Dcitr02g1988011;Dcitr06g0231011;Dcitr02g1323011;Dcitr01g1609011;Dcitr01g1400011;Dcitr00g0319011;Dcitr03g1423011;Dcitr01g1400012;Dcitr03g1972011;Dcitr12g0880011;Dcitr03g1323011;Dcitr06g0207011;Dcitr01g2237011;Dcitr01g1336011;Dcitr00g0320011;Dcitr10g0693011;Dcitr05g0340011;Dcitr05g1580011;Dcitr01g0867011;Dcitr01g1787011;Dcitr03g1317011;Dcitr03g1465011;Dcitr01g2242011;Dcitr00g0877011;Dcitr10g0690011;Dcitr01g2241011;Dcitr01g0232011;Dcitr07g0600011;Dcitr04g1378011;Dcitr03g0433011;Dcitr01g0230011;Dcitr01g1394011;Dcitr00g1150011;Dcitr03g1453011;Dcitr05g0902011;Dcitr01g1588011;Dcitr03g0435011;Dcitr02g0681011;Dcitr01g1190011;Dcitr02g1881011;Dcitr04g1160011;Dcitr13g0291011;Dcitr00g0569011;Dcitr03g0434011;Dcitr01g1135011;Dcitr02g1880011
Reactome: R-HSA-109704	PI3K Cascade	1	Dcitr03g1039011
Reactome: R-HSA-8957275	Post-translational protein phosphorylation	16	Dcitr13g0246011;Dcitr00g0600011;Dcitr02g1009011;Dcitr05g1032011;Dcitr02g1010011;Dcitr02g1015011;Dcitr08g0935011;Dcitr01g0566011;Dcitr02g1346011;Dcitr05g1031011;Dcitr08g0932011;Dcitr06g0613011;Dcitr02g1011011;Dcitr02g1005011;Dcitr02g1352011;Dcitr00g1357011
Reactome: R-HSA-176408	Regulation of APC/C activators between G1/S and early anaphase	13	Dcitr07g0908011;Dcitr05g1011011;Dcitr02g1815011;Dcitr06g1498011;Dcitr03g1458011;Dcitr06g1501011;Dcitr07g0910011;Dcitr04g1246011;Dcitr03g1467011;Dcitr02g1812011;Dcitr00g1280011;Dcitr06g1229011;Dcitr05g1014011
Reactome: R-HSA-192823	Viral mRNA Translation	145	Dcitr00g0758011;Dcitr00g0536011;Dcitr11g0565011;Dcitr01g0957011;Dcitr00g1259011;Dcitr13g0354011;Dcitr11g0108011;Dcitr00g0827011;Dcitr00g0653011;Dcitr13g0508011;Dcitr05g0458011;Dcitr11g0952011;Dcitr04g0180011;Dcitr01g0346011;Dcitr02g0943011;Dcitr02g0848012;Dcitr03g0422011;Dcitr01g1495011;Dcitr10g1019011;Dcitr02g1588011;Dcitr04g1333011;Dcitr10g1072011;Dcitr03g0545013;Dcitr01g0786011;Dcitr02g1371011;Dcitr06g0546011;Dcitr10g0140011;Dcitr04g0749011;Dcitr03g1121012;Dcitr00g0323011;Dcitr07g1029011;Dcitr03g0545012;Dcitr00g1343011;Dcitr05g0676011;Dcitr06g0738011;Dcitr01g0785011;Dcitr04g1369011;Dcitr03g0423012;Dcitr03g1128011;Dcitr00g0138014;Dcitr03g0946011;Dcitr00g0140011;Dcitr03g1919011;Dcitr11g0476011;Dcitr09g0220011;Dcitr03g0806012;Dcitr04g0737011;Dcitr00g0705011;Dcitr13g0528011;Dcitr04g0758011;Dcitr05g0742011;Dcitr10g1018011;Dcitr12g0835011;Dcitr02g1585011;Dcitr06g0230011;Dcitr09g0197011;Dcitr04g0958011;Dcitr03g0806013;Dcitr12g0836011;Dcitr03g0545011;Dcitr02g1483011;Dcitr09g0602011;Dcitr06g0549011;Dcitr11g0563011;Dcitr13g0508013;Dcitr10g1064011;Dcitr13g0172011;Dcitr13g0268011;Dcitr10g1019012;Dcitr04g1378011;Dcitr03g0764011;Dcitr11g0890011;Dcitr00g0658011;Dcitr10g1072013;Dcitr01g0351011;Dcitr03g1394011;Dcitr01g1504011;Dcitr06g1001011;Dcitr01g1075011;Dcitr06g0538011;Dcitr03g0438011;Dcitr09g0801011;Dcitr03g0717011;Dcitr06g0992011;Dcitr03g1917011;Dcitr05g0468011;Dcitr03g0707011;Dcitr03g0806011;Dcitr06g1391011;Dcitr00g0565011;Dcitr12g0840011;Dcitr11g0475011;Dcitr06g0537011;Dcitr11g0933011;Dcitr06g0743011;Dcitr12g0921011;Dcitr11g0935011;Dcitr00g0877011;Dcitr05g0673011;Dcitr13g0360011;Dcitr00g0369011;Dcitr06g1387011;Dcitr10g1019013;Dcitr00g0537011;Dcitr03g1121011;Dcitr03g0429011;Dcitr06g0228011;Dcitr00g0138013;Dcitr03g0950011;Dcitr05g0741011;Dcitr13g0262011;Dcitr02g0842011;Dcitr00g0138012;Dcitr00g0301011;Dcitr10g0140012;Dcitr00g1306011;Dcitr01g1498011;Dcitr05g1156011;Dcitr00g0677011;Dcitr00g1146011;Dcitr10g1072012;Dcitr10g0299011;Dcitr00g0738011;Dcitr03g1392011;Dcitr06g0206011;Dcitr02g0848011;Dcitr05g0270011;Dcitr09g0643011;Dcitr04g0736011;Dcitr03g0765011;Dcitr01g0956011;Dcitr00g0370011;Dcitr00g0138011;Dcitr13g0508012;Dcitr05g1154011;Dcitr03g0718011;Dcitr03g0449011;Dcitr05g0261011;Dcitr13g0508014;Dcitr03g0545014;Dcitr09g0854011;Dcitr05g1326011;Dcitr11g0948011;Dcitr12g0182011;Dcitr06g0605011
Reactome: R-HSA-141444	Amplification of signal from unattached kinetochores via a MAD2 inhibitory signal	55	Dcitr10g0870011;Dcitr01g1854011;Dcitr10g0431011;Dcitr01g0720011;Dcitr01g0716011;Dcitr01g1042011;Dcitr03g0348011;Dcitr09g0142011;Dcitr07g1244011;Dcitr13g0656011;Dcitr12g1003011;Dcitr12g0873011;Dcitr01g1895011;Dcitr01g1859011;Dcitr05g0549012;Dcitr05g0389011;Dcitr07g1305011;Dcitr10g0134011;Dcitr05g0385011;Dcitr03g0351011;Dcitr01g1856011;Dcitr05g0549011;Dcitr05g1093011;Dcitr01g1885011;Dcitr07g1247011;Dcitr12g0999011;Dcitr11g0230011;Dcitr01g1040011;Dcitr01g0350011;Dcitr11g0702011;Dcitr00g1464011;Dcitr03g1094011;Dcitr03g1512011;Dcitr01g0716012;Dcitr03g1095011;Dcitr01g1890011;Dcitr05g1451011;Dcitr07g1308011;Dcitr01g1855011;Dcitr04g1017011;Dcitr11g0701011;Dcitr02g0114011;Dcitr12g0872011;Dcitr04g1024011;Dcitr10g0863012;Dcitr02g0111011;Dcitr09g0112011;Dcitr10g0863011;Dcitr04g0124011;Dcitr01g1501011;Dcitr12g0858011;Dcitr10g0433011;Dcitr00g1232011;Dcitr03g0567011;Dcitr07g1242011
Reactome: R-HSA-5545483	Defective Mismatch Repair Associated With MLH1	1	Dcitr01g0162011
Reactome: R-HSA-5685938	HDR through Single Strand Annealing (SSA)	36	Dcitr02g0326011;Dcitr01g2059012;Dcitr04g1105011;Dcitr02g0338011;Dcitr05g1224011;Dcitr01g1930011;Dcitr04g0165012;Dcitr00g0448011;Dcitr05g1595011;Dcitr04g0487011;Dcitr04g0165011;Dcitr03g0972011;Dcitr02g0327011;Dcitr03g1087011;Dcitr07g0304011;Dcitr05g1213011;Dcitr02g1160011;Dcitr03g1972011;Dcitr07g0881011;Dcitr01g2066011;Dcitr05g1594011;Dcitr02g1196011;Dcitr01g1977011;Dcitr05g0340011;Dcitr02g0326012;Dcitr07g0292011;Dcitr08g0964011;Dcitr02g0720011;Dcitr05g1212011;Dcitr05g0235011;Dcitr01g2059011;Dcitr07g0287011;Dcitr05g0347011;Dcitr02g0802011;Dcitr03g1081011;Dcitr04g1038011
Reactome: R-HSA-9640463	Wax biosynthesis	47	Dcitr11g0909011;Dcitr02g0858011;Dcitr02g1839011;Dcitr05g0245011;Dcitr00g0637011;Dcitr03g0843011;Dcitr06g0324011;Dcitr07g0767011;Dcitr02g1155011;Dcitr11g0908011;Dcitr03g0845011;Dcitr11g0436011;Dcitr13g0104011;Dcitr11g0599011;Dcitr07g0597011;Dcitr13g0103011;Dcitr08g0465011;Dcitr12g0450011;Dcitr12g0449011;Dcitr03g0843013;Dcitr07g0588015;Dcitr00g0637012;Dcitr03g0844011;Dcitr07g0588013;Dcitr11g0724011;Dcitr03g0833011;Dcitr07g0758011;Dcitr07g0588014;Dcitr02g0859011;Dcitr02g1261011;Dcitr08g0914011;Dcitr11g0643011;Dcitr07g1175011;Dcitr11g0435011;Dcitr07g0588012;Dcitr05g1190011;Dcitr03g0843012;Dcitr11g0600011;Dcitr06g0181011;Dcitr07g0588011;Dcitr03g0834011;Dcitr07g0604011;Dcitr06g0328011;Dcitr11g0644011;Dcitr07g0580011;Dcitr05g0941011;Dcitr07g1177011
Reactome: R-HSA-171306	Packaging Of Telomere Ends	5	Dcitr00g1068011;Dcitr00g0947011;Dcitr04g0649011;Dcitr04g0649012;Dcitr02g1598011
Reactome: R-HSA-156842	Eukaryotic Translation Elongation	6	Dcitr09g0196011;Dcitr09g0219013;Dcitr01g0450011;Dcitr09g0219012;Dcitr01g1397011;Dcitr09g0219011
Reactome: R-HSA-72662	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	3	Dcitr08g0638011;Dcitr07g1117011;Dcitr07g1119011
Reactome: R-HSA-111448	Activation of NOXA and translocation to mitochondria	1	Dcitr04g0543011
Reactome: R-HSA-6811434	COPI-dependent Golgi-to-ER retrograde traffic	78	Dcitr05g0730011;Dcitr13g0390011;Dcitr03g0993011;Dcitr05g0755011;Dcitr04g0495011;Dcitr13g0397011;Dcitr08g0368011;Dcitr10g0266011;Dcitr05g0549011;Dcitr02g1094011;Dcitr01g2184011;Dcitr01g2182011;Dcitr05g0226011;Dcitr01g0796011;Dcitr01g0798011;Dcitr02g0608011;Dcitr05g1470011;Dcitr04g0107011;Dcitr03g1513011;Dcitr03g0169011;Dcitr07g1203011;Dcitr08g0979011;Dcitr07g0746011;Dcitr02g0865011;Dcitr02g1565011;Dcitr10g1073011;Dcitr07g0805011;Dcitr01g1496011;Dcitr09g0265011;Dcitr01g0328011;Dcitr01g0918011;Dcitr03g0565011;Dcitr11g0349011;Dcitr01g0331011;Dcitr05g0224011;Dcitr05g0475011;Dcitr11g0343011;Dcitr10g0433011;Dcitr07g1204011;Dcitr04g0423011;Dcitr02g0604011;Dcitr01g0807011;Dcitr02g1092011;Dcitr04g1372011;Dcitr02g1267011;Dcitr06g0543011;Dcitr04g1557011;Dcitr10g0773011;Dcitr02g0480011;Dcitr02g1095011;Dcitr05g0549012;Dcitr04g1374011;Dcitr09g0270011;Dcitr05g0473011;Dcitr06g1439011;Dcitr02g0477011;Dcitr05g0227011;Dcitr05g0757011;Dcitr01g2186011;Dcitr01g1500011;Dcitr04g1548011;Dcitr00g1195011;Dcitr13g0397012;Dcitr01g0706011;Dcitr06g0120011;Dcitr03g0635011;Dcitr10g0255011;Dcitr09g0161011;Dcitr03g1650011;Dcitr02g0864011;Dcitr06g1439012;Dcitr01g1114011;Dcitr01g1971011;Dcitr08g0135011;Dcitr04g0496011;Dcitr08g0116011;Dcitr06g0544011;Dcitr07g0749011
Reactome: R-HSA-76071	RNA Polymerase III Transcription Initiation From Type 3 Promoter	21	Dcitr03g0941011;Dcitr04g1445011;Dcitr01g1787011;Dcitr02g1988011;Dcitr00g0818011;Dcitr10g0293011;Dcitr07g0462011;Dcitr03g1693011;Dcitr01g1595011;Dcitr10g0291011;Dcitr12g0759011;Dcitr02g1102011;Dcitr03g0801011;Dcitr03g0938011;Dcitr04g0713011;Dcitr04g1445012;Dcitr05g0904011;Dcitr03g0851011;Dcitr05g0902011;Dcitr04g0707011;Dcitr01g1336011
Reactome: R-HSA-140837	Intrinsic Pathway of Fibrin Clot Formation	2	Dcitr10g0453011;Dcitr10g0450011
Reactome: R-HSA-429958	mRNA decay by 3' to 5' exoribonuclease	32	Dcitr03g1474012;Dcitr09g0214011;Dcitr00g1087011;Dcitr07g0441013;Dcitr03g0562011;Dcitr09g0187011;Dcitr04g1699011;Dcitr07g0441015;Dcitr03g1392011;Dcitr02g2010011;Dcitr02g2005011;Dcitr09g0191011;Dcitr05g0827011;Dcitr07g0450011;Dcitr00g1231011;Dcitr03g0566011;Dcitr02g2004011;Dcitr10g0135011;Dcitr04g1697011;Dcitr03g1475011;Dcitr06g1475011;Dcitr03g1475012;Dcitr04g0697011;Dcitr03g0472011;Dcitr05g0838011;Dcitr03g1474011;Dcitr07g0441011;Dcitr03g1877011;Dcitr07g0441012;Dcitr02g2009011;Dcitr03g1394011;Dcitr07g0441014
Reactome: R-HSA-1483148	Synthesis of PG	5	Dcitr02g1916011;Dcitr03g1912011;Dcitr10g0257011;Dcitr10g0265011;Dcitr02g1203011
Reactome: R-HSA-975578	Reactions specific to the complex N-glycan synthesis pathway	6	Dcitr03g1239011;Dcitr08g1076011;Dcitr11g0190011;Dcitr11g0191011;Dcitr01g1304011;Dcitr03g1237011
Reactome: R-HSA-4419969	Depolymerisation of the Nuclear Lamina	3	Dcitr12g0199011;Dcitr05g0707011;Dcitr00g0872011
